AccountNumber,Date,D-C-ind,Amount,Payment Method,Merchant,Description Lines,ExpenseType,ExpenseCategory
NL72ABNA0123456788,20240610,D,14,SEPA Incasso,Unknown,"SEPA Incasso algemeen doorlopend Incassant: NL84ZZZ050695810000  Naam: VITENS NV       Machtiging: 000003246547        Omschrijving: Factuurnr 13550050 4583, Klantnr 1011917362 BTW 1,16, 1326 RR 50,, Termijnfactuur M EI        IBAN: NL94INGB0000869000",Others,M
NL72ABNA0123456788,20240610,D,3.47,Debit Card,ALBERT HEIJN 2242,"BEA, Betaalpas        ALBERT HEIJN 2242,PAS304        NR:8Q304Y, 10.06.24/09:21        ALMERE",Groceries,M
NL72ABNA0123456788,20240611,D,31,SEPA Incasso,Unknown,SEPA Incasso algemeen eenmalig   Incassant: NL29ZZZ501527690000  Naam: Stichting Pay.nl   Machtiging: IO-6664-4114-5382   Omschrijving: Pay.nl inzake Opti sport Exploitaties B.V. / 01-05-2024-01-06-2024 7971507 / Zwemba d Tussen de Vaarten (Incasso) / IBAN: NL35RABO0117713678,Others,M
NL72ABNA0123456788,20240611,D,7.55,Google Pay,ABN AMRO Amstelveen,"BEA, Google Pay       ABN AMRO Amstelveen,PAS304      NR:075817EQ, 11.06.24/12:19      AMSTELVEEN",Dining,O
NL72ABNA0123456788,20240611,D,25.49,iDEAL,Sijmons horeca exploitatie t.h.o.d. via Stichting Mollie P ayments  ,SEPA iDEAL    IBAN: NL51DEUT0265262461        BIC: DEUTNL2A Naam: Sijmons horeca exploitatie t.h.o.d. via Stichting Mollie P ayments   Omschrijving: 5fc2dddc1d88bc95e6 c9a559911140c5 8152069453811294 Jouw bestelling burgerme.nl Sijm,Healthcare,M
NL72ABNA0123456788,20240612,D,16.99,Debit Card,Hema EV083,"BEA, Betaalpas        Hema EV083,PAS304    NR:5DS21S, 12.06.24/17:40        ALMERE",Clothing,O
NL72ABNA0123456788,20240614,D,14.15,Google Pay,ALBERT HEIJN 2242,"BEA, Google Pay       ALBERT HEIJN 2242,PAS304        NR:8Q304Y, 14.06.24/17:34        ALMERE",Groceries,M
NL72ABNA0123456788,20240615,D,40,Debit Card,Geldmaat Prozastraat 1,"GEA, Betaalpas        Geldmaat Prozastraat 1,PAS304   NR:920962, 15.06.24/11:20        Almere",Fee,M
NL72ABNA0123456788,20240615,D,15.64,Google Pay,Vomar Literatuurwijk,"BEA, Google Pay       Vomar Literatuurwijk,PAS304     NR:100J10, 15.06.24/11:31        ALMERE",Groceries,M
NL72ABNA0123456788,20240615,D,10.78,Google Pay,Gamma Almere Poort,"BEA, Google Pay       Gamma Almere Poort,PAS304       NR:1PL9H3, 15.06.24/11:51        ALMERE",Utilities,M
NL72ABNA0123456788,20240615,D,26.38,iDEAL,Dominos,SEPA iDEAL    IBAN: NL04ADYB2017400157        BIC: ADYBNL2A Naam: Dominos        Omschrijving: L2R6VVS2Z6DJGGF6JG 0S 7180868841801301 6702db63-2bf2-4afe-bf7b-243898ec55e  Kenmerk: 15-06-2024 12:26 7180868841801301,Dining,O
NL72ABNA0123456788,20240615,D,11.37,Google Pay,ALBERT HEIJN 2242,"BEA, Google Pay       ALBERT HEIJN 2242,PAS304        NR:N420T2, 15.06.24/20:24        ALMERE",Groceries,M
NL72ABNA0123456788,20240616,D,11.6,iDEAL,Tikkie,SEPA iDEAL    IBAN: NL61ABNA0811086593        BIC: ABNANL2A Naam: Tikkie Omschrijving: 000847389926 00300 16888512242 Novakov NL96ABNA0111728088 Tikkie Kenmerk: 16-06-2024 12:53 0030016888512242,Others,M
NL72ABNA0123456788,20240616,D,29.17,Google Pay,Kruidvat 7544,"BEA, Google Pay       Kruidvat 7544,PAS304 NR:6HBG04, 16.06.24/16:22        ALMERE",Healthcare,M
NL72ABNA0123456788,20240616,D,17.55,Google Pay,BPT*BARISTA CAFE,"BEA, Google Pay       BPT*BARISTA CAFE,PAS304 NR:S15W40, 16.06.24/16:56        ALMERE",Dining,O
NL72ABNA0123456788,20240617,D,72.97,SEPA Incasso,Unknown,/TRTP/SEPA Incasso algemeen doorlopend/CSID/NL66ZZZ290379290000/NAME/Allianz Direct Vers./MARF/01DN0000000000000000000000000266631/REMI/DN110274701/IBAN/DE90700202700020129028/BIC/HYVEDEMMXXX/EREF/ACB24164-E30503189,Others,M
NL72ABNA0123456788,20240617,D,5.3,Credit Card,Unknown,"ABN AMRO Bank N.V.    Basic Package    3,25CreditCard       2,05",Fee,M
NL72ABNA0123456788,20240619,D,6.29,Google Pay,SAFFRAAN MINIMARKET,"BEA, Google Pay       SAFFRAAN MINIMARKET,PAS304      NR:50265073, 19.06.24/17:00      ALMERE",Groceries,M
NL72ABNA0123456788,20240619,D,3.4,Google Pay,BCK*Ice & Co,"BEA, Google Pay       BCK*Ice & Co,PAS304  NR:CT688134, 19.06.24/17:07      ALMERE",Dining,O
NL72ABNA0123456788,20240619,D,11.62,Google Pay,ALBERT HEIJN 2242,"BEA, Google Pay       ALBERT HEIJN 2242,PAS304        NR:584LN9, 19.06.24/17:42        ALMERE",Groceries,M
NL72ABNA0123456788,20240619,D,12.85,Google Pay,Urker Viskraam,"BEA, Google Pay       Urker Viskraam,PAS304   NR:15WNJ4, 19.06.24/17:49        URK",Dining,O
NL72ABNA0123456788,20240619,D,1300,SEPA OVERBOEKING,Unknown,SEPA Overboeking      IBAN: PT50003300004564099552005 BIC: BCOMPTPL Naam: Patrick Baks   Omschrijving: Holiday 2024 Portu gal,Others,M
NL72ABNA0123456788,20240620,C,649,SEPA OVERBOEKING,Unknown,/TRTP/SEPA OVERBOEKING/IBAN/NL86INGB0002445588/BIC/INGBNL2A/NAME/BELASTINGDIENST/REMI/MAAND JUL. NR. 524962820T400001 VOORSCHOT KINDEROPVANG 2024 (SINGH ) MEER INFO OP WWW.TOESLAGEN.NL/EREF/COAXX521853774202406171030137655090,Others,M
NL72ABNA0123456788,20240620,D,6.5,Google Pay,BPT*BACKWERK,"BEA, Google Pay       BPT*BACKWERK,PAS304  NR:8Y8SDM, 20.06.24/11:00        ALMERE",Dining,O
NL72ABNA0123456788,20240621,D,11.09,Google Pay,ALBERT HEIJN 2242,"BEA, Google Pay       ALBERT HEIJN 2242,PAS304        NR:N420T2, 21.06.24/17:28        ALMERE",Groceries,M
NL72ABNA0123456788,20240622,D,3,Google Pay,Robin en Kees AGF,"BEA, Google Pay       Robin en Kees AGF,PAS304        NR:S58T2N, 22.06.24/16:29        ENKHUIZEN",Groceries,M
NL72ABNA0123456788,20240622,D,2.49,Google Pay,Taste of Asia Market,"BEA, Google Pay       Taste of Asia Market,PAS304     NR:41BVL3, 22.06.24/16:52        ALMERE",Groceries,M
NL72ABNA0123456788,20240622,D,31.85,Google Pay,Vomar Filmwijk,"BEA, Google Pay       Vomar Filmwijk,PAS304   NR:03MC02, 22.06.24/18:08        ALMERE",Groceries,M
NL72ABNA0123456788,20240623,D,13.88,Google Pay,ALBERT HEIJN 2242,"BEA, Google Pay       ALBERT HEIJN 2242,PAS304        NR:JX15L9, 23.06.24/17:23        ALMERE",Groceries,M
NL72ABNA0123456788,20240624,D,3.99,SEPA Incasso,Unknown,/TRTP/SEPA Incasso algemeen doorlopend/CSID/NL17ZZZ687259650000/NAME/Ring LLC/MARF/3HWR6SDALIC5CARU/REMI/RING MONTHLY PLAN/IBAN/IE30CITI99005132956548/BIC/STTOIE22/EREF/STR16NAQK8DGCOQUNWAK0RANDTI8WLKCDZ,Others,M
NL72ABNA0123456788,20240624,D,72.5,Google Pay,AUTORADAM ALMERE OOST,"BEA, Google Pay       AUTORADAM ALMERE OOST,PAS304    NR:21685412, 24.06.24/15:49      ALMERE",Others,M
NL72ABNA0123456788,20240625,C,4000,SEPA OVERBOEKING,Unknown,/TRTP/SEPA Overboeking/IBAN/NL65ABNA0113555350/BIC/ABNANL2A/NAME/ABN AMRO BANK/REMI/Salarisrekening/EREF/NOTPROVIDED,Others,M
NL72ABNA0123456788,20240625,D,250,SEPA Incasso,Unknown,/TRTP/SEPA Incasso algemeen doorlopend/CSID/NL47ZZZ524034240000/NAME/Nationale Nederlanden Bank/MARF/99674/IBAN/NL97NNBA2001121164/BIC/NNBANL2G/EREF/4778785,Others,M
NL72ABNA0123456788,20240625,D,7.07,Google Pay,ABN AMRO Amstelveen,"BEA, Google Pay       ABN AMRO Amstelveen,PAS304      NR:075818EQ, 25.06.24/12:15      AMSTELVEEN",Dining,O
NL72ABNA0123456788,20240625,D,8.86,Google Pay,Spice Supermarket,"BEA, Google Pay       Spice Supermarket,PAS304        NR:HK71QS, 25.06.24/12:53        AMSTELVEEN",Dining,O
NL72ABNA0123456788,20240626,D,38.5,SEPA Incasso,Unknown,/TRTP/SEPA Incasso algemeen doorlopend/CSID/NL29ZZZ501527690000/NAME/Stichting Pay.nl/MARF/IO-9194-2981-4380/REMI/Pay.nl inzake RM Personal Trainers / Referentie: T-baaak2B9 / RM Personal Trainers / IO-9194-2981-4380/IBAN/NL35RABO0117713678/BIC/RABONL2U   /EREF/SCN2-0Q5X/ULTD//NAME/RM Personal Trainers,Others,M
NL72ABNA0123456788,20240626,D,9.7,Google Pay,ALBERT HEIJN 2242,"BEA, Google Pay       ALBERT HEIJN 2242,PAS304        NR:98DD41, 26.06.24/10:06        ALMERE",Groceries,M
NL72ABNA0123456788,20240626,D,1.75,Google Pay,BPT*BRAINPOINT,"BEA, Google Pay       BPT*BRAINPOINT,PAS304   NR:XHZ1YK, 26.06.24/16:38        ROTTERDAM",Dining,O
NL72ABNA0123456788,20240626,D,3.94,Google Pay,TMC*G-ALM-Hos614,"BEA, Google Pay       TMC*G-ALM-Hos614,PAS304 NR:CT864546, 26.06.24/16:46      ALMERE",Dining,O
NL72ABNA0123456788,20240627,D,1236.53,SEPA Incasso,Unknown,/TRTP/SEPA Incasso algemeen doorlopend/CSID/NL77ZZZ342933670000/NAME/ONTV HYPOTHEEKGELDEN/MARF/ST10200018617790001/REMI/Maandincasso voor uw hypotheek PERIODE 06-2024/IBAN/NL95ABNA0588270288 /BIC/ABNANL2A/EREF/000011630160635125NL0691,Others,M
NL72ABNA0123456788,20240627,D,48.69,SEPA Incasso,Unknown,"/TRTP/SEPA Incasso algemeen doorlopend/CSID/NL64ZZZ050580780000/NAME/ABN AMRO SCHADEV NV/MARF/532469/REMI/Kenmerk: 4100000020922145 Omschrijving: Pakket, Pakketpolisnr.: 52831199, Periode: 26-06-2024 - 25-07-2024/IBAN/NL63ABNA0848824504/BIC/ABNANL2A/EREF/10000019488344",Others,M
NL72ABNA0123456788,20240627,D,297.73,SEPA Incasso,Unknown,/TRTP/SEPA Incasso algemeen doorlopend/CSID/NL10ZZZ302086370000/NAME/ZILVEREN KRUIS ZORG/MARF/1360000570234/REMI/Premie Zilveren Kruis Relatienummer 191247200 Periode 01-07-2024 - 01-08-2024 /IBAN/NL20ABNA0482318538/BIC/ABNANL2A/EREF/475037632915,Others,M
NL72ABNA0123456788,20240627,D,31,SEPA Incasso,Unknown,/TRTP/SEPA Incasso algemeen eenmalig/CSID/NL29ZZZ501527690000  /NAME/Stichting Pay.nl/MARF/IO-2635-7295-2422/REMI/Pay.nl inzake Optisport Exploitaties B.V. / 01-06-2024-01-07-2024 7971508 / Zwembad Tussen de Vaarten (Incasso) / IO-2635-/IBAN/NL35RABO0117713678/BIC/RABONL2U/EREF/SKZ2-VF75/ULTD//NAME/Optisport Exploitaties B.V.,Others,M
NL72ABNA0123456788,20240627,D,30,SEPA Incasso,Unknown,/TRTP/SEPA Incasso algemeen doorlopend/CSID/NL35ZZZ273653230000/NAME/BELASTINGDIENST/MARF/012918090/REMI/RD-782-B     28-05-2024 t/m 27-06-2024  MEER INFO WWW.BELASTINGDIENST.NL/IBAN/NL86INGB0002445588/BIC/INGBNL2A/EREF/COAXX977286341202406211231026752774,Others,M
NL72ABNA0123456788,20240627,D,13.57,Google Pay,ALBERT HEIJN 2242,"BEA, Google Pay       ALBERT HEIJN 2242,PAS304        NR:98DD41, 27.06.24/08:29        ALMERE",Groceries,M
NL72ABNA0123456788,20240627,D,5.26,Google Pay,ABN AMRO Amstelveen,"BEA, Google Pay       ABN AMRO Amstelveen,PAS304      NR:075817EQ, 27.06.24/12:08      AMSTELVEEN",Dining,O
NL72ABNA0123456788,20240628,D,35,SEPA Incasso,Unknown,"/TRTP/SEPA Incasso algemeen doorlopend/CSID/NL39KPN271247010001/NAME/KPN B.V./MARF/M10025092740/REMI/Factuur 25-06-2024, klantnummer 9107029022, kpn.com/thuisfactuur./IBAN/NL41INGB0000467598 /BIC/INGBNL2A/EREF/000011310624850",Others,M
NL72ABNA0123456788,20240628,D,6,Google Pay,Bos Vishandel,"BEA, Google Pay       Bos Vishandel,PAS304 NR:36W297, 28.06.24/17:23        BUNSCHOTEN-SP",Dining,O
NL72ABNA0123456788,20240628,D,10.37,Google Pay,ALBERT HEIJN 2242,"BEA, Google Pay       ALBERT HEIJN 2242,PAS304        NR:JX15L9, 28.06.24/17:29        ALMERE",Groceries,M
NL72ABNA0123456788,20240329,D,86.74,Google Pay,IKEA Amsterdam,"BEA, Google Pay       IKEA Amsterdam,PAS304   NR:4T274K, 29.03.24/15:49        AMSTERDAM",Others,M
NL72ABNA0123456788,20240329,D,86.74,Google Pay,IKEA Amsterdam,"BEA, Google Pay       IKEA Amsterdam,PAS304   NR:4T274K, 29.03.24/15:49        AMSTERDAM",Others,M
NL72ABNA0123456788,20240329,D,86.74,Google Pay,IKEA Amsterdam,"BEA, Google Pay       IKEA Amsterdam,PAS304   NR:4T274K, 29.03.24/15:49        AMSTERDAM",Others,M
